id,institution,degree,degree_type
3082,"Queensland International School","Distinction in Basic Education Certificate Examination","Distinction in Basic Education Certificate Examination"
1414,"Questrom School of Business, Boston University","Master of Business Administration - MBA","Master of Business Administration - MBA"
2973,"Questrom School of Business, Boston University","Master's degree","Master of Science in Management Studies"
6494,"Quick Learning-Colombia",Certification,"Microsoft BizTalk 2013 Developer Deep Dive"
6495,"Quick Learning-Colombia",Certification,"Microsoft BizTalk 2013 Developer Immersion"
4554,"Quick Start Technologies","Microsoft Windows 2000","Microsoft Windows 2000"
4544,"QuickLearn (Certified Microsoft training partner, Redmond, WA)","SharePoint 2010 Developer Immersion","SharePoint 2010 Developer Immersion"
6432,"QuickLearn, USA",Certificate,"BIZTALK Server 2006 Developer Immersion"
3256,"Quincy College","2016 - 2016","2016 - 2016"
3039,"Quinnipiac University","Bachelor's degree","Communication and Media Production"
5197,"QUT (Queensland University of Technology)","Computer Engineering","Computer Engineering"
3801,"Qwasar Silicon Valley","Software Engineer","Computer Software Engineering"
7173,"Radians School of Math, Science and Technology","High School Diploma","High School Diploma"
5274,Radnor,"High School Diploma","General Studies"
2271,"Radnor Senior High School","High School Diploma","High School Diploma"
3316,"Raffles Institution",A-level,Chemistry
5477,"Rahula College",G.C.E.(A/L),Mathematics
366,"Rails Girls","Ruby on Rails","Ruby on Rails"
3102,"Rajiv Gandhi Prodyogiki Vishwavidyalaya","Bachelor of Engineering (B.E.)","Mechanical Engineering"
6950,"Rajiv Gandhi Prodyogiki Vishwavidyalaya","Bachelor of Engineering (BE)","Mechanical Engineering"
7304,"Rajiv Gandhi Prodyogiki Vishwavidyalaya","Bachelor’s Degree","Computer Science and Engineering"
2797,"Raleigh Charter High School","High School","High School"
5817,"Ramaiah Institute Of Technology","Bachelor of Engineering (B.E.)","Electronics and Communications Engineering"
6987,"Ramaiah Institute Of Technology","Bachelor of Engineering (BE)","Computer Science"
7041,"Ramaiah Institute Of Technology","Bachelor of Engineering (BE)","Telecommunications Engineering"
6238,"Ramapo College of New Jersey","Bachelor of Science","Computer Science"
2135,"Ramaz Upper School","2010 - 2014","2010 - 2014"
4697,"RAMJAS PUBLIC SCHOOL",,
5614,"Ramkhamhaeng University",M.B.A,"General Administration"
2990,"Ramnarain Ruia College - Mumbai","Higher Secondary Certificate","Science (Electronics)"
183,"Ramrao Adik Institute of Technology","Bachelor of Engineering (BE)","Computer Engineering"
7312,"Rancho Bernardo High School","High School","High School"
7143,"Rancho San Joaquin Middle School",,
4828,"Rasaee Technical Highschool",Diploma,"Software and network"
6560,"RC Health Services EMS Academy","Emergency Medical Technician","Emergency Medical Technician"
6334,"RCM science college",BSC(Maths.),BSC(Maths.)
227,"Real Estate Education Center (REEDC)","Real Estate Salesperson","Real Estate"
1302,"Reali School",,
1017,"Reb Nechemia",,
2603,"Recurse Center","Computer Science","Computer Science"
2200,"Recurse Center","Never Graduate","Computer Science"
4264,"Redmond High School","High School Diploma","Mathematics and Computer Science"
2104,"Regis High School","2012 - 2016","2012 - 2016"
1327,"Regis University","Master of Science (MS)","CIT with dual emphasis in Software Engineering-Executive Information Technology Management"
166,"Reichman University (IDC Herzliya)","Bachelor's Degree","Business Administration with an Emphasis in Finance"
3935,Remedy,Certificate,"Remedy Development"
1529,"Renaissance High School for Musical Theater and Technology","High School Regents Diploma","High School Regents Diploma"
1023,"Rensselaer at Work",MS,"Computer Science"
5381,"Rensselaer Polytechnic Institute","2002 - 2004","2002 - 2004"
3287,"Rensselaer Polytechnic Institute","3.25 Years","Electrical and Computer Systems Engineering"
2310,"Rensselaer Polytechnic Institute",B.S.,"Computer Science"
849,"Rensselaer Polytechnic Institute","Bachelor of Science - BS","Computer Science and Mathematics"
1300,"Rensselaer Polytechnic Institute","Bachelor of Science - BS",Mathematics
1301,"Rensselaer Polytechnic Institute","Bachelor of Science - BS",Physics
1573,"Rensselaer Polytechnic Institute","Bachelor of Science (B.S.)","Civil Engineering"
205,"Rensselaer Polytechnic Institute","Bachelor of Science (B.S.)","Dual Degree in Computer Science and Information Technology & Web Science"
878,"Rensselaer Polytechnic Institute","Bachelor of Science (B.S.)",General
1173,"Rensselaer Polytechnic Institute","Bachelor of Science (BS)","Computer Science/Cognitive Science"
790,"Rensselaer Polytechnic Institute","Bachelor of Science (BS)","Electrical Engineering"
2802,"Rensselaer Polytechnic Institute","Bachelor of Science (BS)","Games and Simulations Arts and Sciences & Computer Science Duel"
82,"Rensselaer Polytechnic Institute","Bachelor's degree","Computer Science"
1858,"Rensselaer Polytechnic Institute","Bachelor's Degree","Computer Systems Engineering and Computer Science"
424,"Rensselaer Polytechnic Institute","Bachelor's degree","Information Technology & Web Science / Computer Science"
572,"Rensselaer Polytechnic Institute","Bachelor's degree","Mathematics and Computer Science"
7130,"Rensselaer Polytechnic Institute","Bachelor's Degree","Minors in Comp Sci and Psychology"
62,"Rensselaer Polytechnic Institute","Bachelor’s Degree","Computer Science"
235,"Rensselaer Polytechnic Institute","Bachelor’s Degree","Information Technology & Web Science/Computer Science"
459,"Rensselaer Polytechnic Institute","Bachelor’s Degree","Mathematics and Computer Science"
1582,"Rensselaer Polytechnic Institute","Bachelors of Science","Mechanical Engineering"
5133,"Rensselaer Polytechnic Institute",BS,"Management (MIS)"
5401,"Rensselaer Polytechnic Institute",BS,"Mechanical Engineering"
2106,"Rensselaer Polytechnic Institute","Information Technology & Web Science","Information Security"
1299,"Rensselaer Polytechnic Institute","Master of Science - MS",Physics
2309,"Rensselaer Polytechnic Institute","Master of Science (M.S.)","Computer Science"
789,"Rensselaer Polytechnic Institute","Master of Science (M.S.)","Electrical Engineering"
2308,"Rensselaer Polytechnic Institute","Master of Science (M.S.)","Technology Commercialization & Entrepreneurship"
7129,"Rensselaer Polytechnic Institute","Master's degree","Computer Science"
423,"Rensselaer Polytechnic Institute","Master's degree","Information Technology"
4808,"Rensselaer Polytechnic Institute",ME,"Civil Engineering"
1059,"Rensselaer Polytechnic Institute","MS in Information Technology","Information Technology and Web System"
1060,"Rensselaer Polytechnic Institute - The Lally School of Management","Master of Science (M.S.)","Financial Engineering and Risk Management"
5296,"Republic English Medium School","Karnataka Secondary Education Board","Karnataka Secondary Education Board"
3007,"Reserve Bank Preparatory Primary School","1984 - 1990","1984 - 1990"
3239,"Reventure 30 day Java class through Spark","30 day Java class through Spark",Java
1854,"Reynolds High School","Honors High School Diploma","Honors High School Diploma"
156,RFHRHS,"High School","High School"
6004,"Rice High School","2004 - 2007","2004 - 2007"
2495,"Rice University","2015 - 2017","2015 - 2017"
1458,"Rice University",BA,"Art History"
1838,"Rice University","Bachelor of Applied Science (B.A.Sc.)","Computer Science"
2347,"Rice University","Bachelor of Arts (B.A.)","Biochemistry & Cell Biology"
1686,"Rice University","Bachelor of Arts (B.A.)","Computer Science"
4461,"Rice University",BS,"Electrical and Computer Engineering"
7153,"Rice University","Computer Science","Computer Science"
6123,"Rice University","Computer Science PhD Program","Computer Science PhD Program"
5333,"Rice University","Master of Engineering (MEng)","Computer Science"
7439,"Rice University","Master's degree","Computer Science"
4511,"Rice University",PhD,"Computer Science"
6626,"Rice University - Continuing Education","Continuing Education",Certification
5308,"Richard Montgomery High School","International Baccalaureate","International Baccalaureate"
5175,"Richardson High School","High School Diploma","Mathematics and Computer Science"
6606,"Richardson High School, Dallas TX","1982 - 1983","1982 - 1983"
5123,"Richland Community College","General Studies","General Studies"
1692,"Ridge High School","2013 - 2017","2013 - 2017"
1785,"Ridge High School","High School Diploma","Regular/General High School/Secondary Diploma Program"
972,"Rikkyo University","Study Abroad - Tokyo","Japanese International Business"
1065,"Rimon School of Music","Jazz Performance Diploma",Orchestration
22,"Ritsumeikan Asia Pacific University","Intermediate Level Japanese and Culture (Japanese C)","Intermediate Level Japanese and Culture (Japanese C)"
514,"Ritsumeikan University","Japanese Language and Literature","Japanese Language and Literature"
765,"Riverside High School","High School Diploma","High School Diploma"
6673,"Riverwood High School","1999 - 2001","1999 - 2001"
4782,"RMIT University","Masters of Engineering in Information Technology",IT
920,"RN Podar","Central Board of Secondary Education",Science
1927,"RNS Institute Of Technology","Bachelor of Engineering - BE","Instrumentation and Electronics"
7033,"RNSIT- Visvesvaraya Technological University","Bachelor Of Engineering- (Honors)","Electronics and Communication"
1654,"Robbinsville High School","High School","High School"
6544,"Robert E. Lee High School, Midland, TX","1993 - 1996","1993 - 1996"
1102,"Rochester Institute of Technology","Advanced Graduate Certificate in Interactive Multimedia Development","Interactive Multimedia Development"
1643,"Rochester Institute of Technology","Bachelor of Science","Computer Science"
234,"Rochester Institute of Technology","Bachelor of Science","Information Technology"
625,"Rochester Institute of Technology","Bachelor of Science - BS","Computer Engineering Technology/Technician"
1734,"Rochester Institute of Technology","Bachelor of Science - BS","Cum Laude"
4590,"Rochester Institute of Technology","Bachelor of Science - BS","Game Design and Development"
988,"Rochester Institute of Technology","Bachelor of Science - BS","Minor in Music & Technology"
1645,"Rochester Institute of Technology","Bachelor of Science - BS","Software Engineering"
1867,"Rochester Institute of Technology","Bachelor of Science - BS and Master in robotics","Electrical and Electronics Engineering"
2146,"Rochester Institute of Technology","Bachelor of Science (B.S.)","Computer Science"
1791,"Rochester Institute of Technology","Bachelor of Science (BS)","Computer Engineering"
121,"Rochester Institute of Technology","Bachelor of Science (BS)","Computer Software Engineering"
1635,"Rochester Institute of Technology","Bachelor of Science (BS)","Game Design & Development"
6470,"Rochester Institute of Technology","Bachelor of Science in Computer Engineering & Information Technology","GPA 3.6 High Honor"
6698,"Rochester Institute of Technology","Bachelor's degree","Computer Engineering"
848,"Rochester Institute of Technology","Bachelor's degree","Computer Science"
1906,"Rochester Institute of Technology","Bachelor's degree","Computer Software Engineering"
3200,"Rochester Institute of Technology","Bachelor's Degree","Information Technology"
1655,"Rochester Institute of Technology","Bachelor's degree","Software Engineering"
270,"Rochester Institute of Technology","Bachelor’s Degree","Computer Science"
1772,"Rochester Institute of Technology","Bachelor’s Degree","Software Engineering"
2222,"Rochester Institute of Technology",BS,Physics
4438,"Rochester Institute of Technology",BS/MS,"Computer Engineering"
1876,"Rochester Institute of Technology","Computer Engineering","Computer Engineering"
1866,"Rochester Institute of Technology","Electrical engineering","Electrical engineering"
7024,"Rochester Institute of Technology","Game Design and Development","Game Design and Development"
1218,"Rochester Institute of Technology","Game Design and Development (BS)","Psychology Minor"
6981,"Rochester Institute of Technology","Master of Science (M.S.)","Computer Science"
6967,"Rochester Institute of Technology","Master of Science (MS)","Computer Science"
6469,"Rochester Institute of Technology","Master of Science in Information Technology & Computing","GPA 4.0 Highest Honor"
2262,"Rochester Institute of Technology","Master's degree","Computer Science"
2077,"Rochester Institute of Technology",Masters,"Printing Management"
1217,"Rochester Institute of Technology","Masters of Science (MS)","Game Design and Development"
4439,"Rochester Institute of Technology","Masters of Science; BS","Computer Engineering; Computer Engineering; MS"
5542,"Rochester Institute of Technology","MS Information Technology","Application Management and Software Development"
1696,"Rochester Institute of Technology","Software Engineering","Computer Software Engineering"
4018,"Rogationist College, Cavite","Secondary education","Secondary education"
5253,"ROI Training",Certificate,"Introduction to Machine Learning and Tensorflow"
3088,"Rome Business School","Master of Arts (M.A.)","Marketing and Communications"
3914,"Roosevelt Memorial High School Cubao","High School Diploma","High School Diploma"
6690,"Roosevelt University","Master of Science in Information Systems","Management of Information Systems"
672,"Roots Ivy International","High School",Science
673,"Roots IVY Summer Program","Summer School",Robotics
2323,"Rose-Hulman Institute of Technology","Bachelor of Science (B.S.)","Software Engineering and Economics"
7469,"Rose-Hulman Institute of Technology","Bachelor of Science (BS)","Computer Software Engineering"
2403,"Rose-Hulman Institute of Technology","Bachelor's degree","Mechanical Engineering and Computer Science"
282,"Roselle Park High School","2010 - 2014","2010 - 2014"
3592,"Rosetta Institute of Biomedical Research",Neuroscience,Neuroscience
6304,"Roslagens Högskola",BS,"International Business"
4474,"Royal English School, Saraswathipuram, Mysore",Nursery,"3rd grade"
5926,"Royal Holloway, University of London",B.Sc.,"Computer Science"
4076,"Royal Holloway, University of London","Master of Science","Information Security (Cryptography)"
898,RPI,"Computer Science and Electronic Media Arts & Communications","Computer Software Architecture and Engineering"
6601,"RSK Higher Secondary School, Trichy",CBSE,"Computer Science"
6062,Rudbecksskolan,Gymnasieexamen,Elektronik
1960,"Rumson Country Day School","2003 - 2012","2003 - 2012"
1959,"Rumson-Fair Haven Regional High School","2012 - 2016","2012 - 2016"
1750,"Russian Presidential Academy of National Economy and Public Administration",Business/Commerce,General
4625,"Rutgers Business School","Master of Business Administration - MBA",Marketing
733,"Rutgers College - Rutgers University","Bachelor's (B.A.) Degree","in Statistics/Mathematics"
6458,"Rutgers University",BA,History
300,"Rutgers University",BA,"Psychology; Minor Communication"
1616,"Rutgers University","Bachelor of Arts - BA","Computer Science"
249,"Rutgers University","Bachelor of Arts - BA","Information Technology"
442,"Rutgers University","Bachelor of Arts (B.A.)",Economics
2614,"Rutgers University","Bachelor of Engineering - BE","Electrical and Computer Engineering"
470,"Rutgers University","Bachelor of Science - BS","Computer Science"
3725,"Rutgers University","Bachelor of Science - BS","Industrial and Systems Engineering"
113,"Rutgers University","Bachelor of Science - BS","Mathematics and Computer Science"
888,"Rutgers University","Bachelor of Science (B.S.)","Computer Science"
744,"Rutgers University","Bachelor of Science (B.S.)","Information Technology and Informatics"
1156,"Rutgers University","Bachelor of Science (BS)","Computer Science"
303,"Rutgers University","Bachelor of Science (BS)","Electrical and Computer Engineering"
1748,"Rutgers University","Bachelor of Science (BS)","Mathematics and Computer Science"
1923,"Rutgers University","Bachelor's degree","Computer Science"
444,"Rutgers University","Bachelor's Degree",Economics
2159,"Rutgers University","Bachelor's Degree","Electrical and Computer Engineering/Computer Science"
1931,"Rutgers University","Bachelor’s Degree","Computer Science"
69,"Rutgers University","Bachelor’s Degree",Finance
297,"Rutgers University","Computer Science","Computer Science"
1794,"Rutgers University","Computer Software Engineering","Computer Software Engineering"
912,"Rutgers University","Doctor of Philosophy (PhD)","Intelligent Transportation System"
474,"Rutgers University","Full-Stack Web Development","Web Development"
2233,"Rutgers University","Master of Science - MS","Computer Science"
913,"Rutgers University","Master's degree","Intelligent Transportation System"
6274,"Rutgers University","Master's degree program","Information System Management"
250,"Rutgers University",Minor,"Computer Science"
3726,"Rutgers University",Minor,Economics
4442,"Rutgers University",MS,"Computer Science"
2379,"Rutgers University","NJ Governor's School of Engineering and Technology","NJ Governor's School of Engineering and Technology"
1180,"Rutgers University",Non-Matriculated,"Computer Science"
1338,"Rutgers University–New Brunswick","Bachelor of Science - BS","Computer Science"
1339,"Rutgers University–New Brunswick","Bachelor of Science - BS","Electrical Engineering"
873,"Rutgers University–New Brunswick","Bachelor's degree","Animal Sciences"
1642,"Rutgers University–New Brunswick","Computer Engineering ","Computer Engineering "
1410,"Rutgers University–New Brunswick","Master's degree","Electrical and computer engineering"
5356,"RV College Of Engineering","Bachelor of Engineering - BE","information science"
2161,"RV College Of Engineering","Bachelor of Engineering (B.E.)","Computer Science"
7123,"RV College Of Engineering","Bachelor of Engineering (BE)","Electronics and Communications Engineering"
1830,"RV College Of Engineering","Bachelor of Technology - BTech","Information Science and Engineering"
4586,"RV college of engineering","Bachelor's degree","Computer Science"
4178,"RV College Of Engineering","Bachelor's Degree","Computer Science and Engineering"
4100,"RWTH Aachen University",Msc,"Software Systems Engineering"
937,"Ryan International School",,
4656,"Ryan International School","Science- Non Medical","Science- Non Medical"
1589,"Ryan International School, Faridabad","High School Diploma","Mathematics and Science"
267,"Rye Country Day School","2012 - 2016","2012 - 2016"
53,"Rye Country Day School, Rye NY","High School","High School"
511,"Rye Neck High School","Regents Diploma with Advanced Designation and Honors in Math and Science","Regents Diploma with Advanced Designation and Honors in Math and Science"
1283,"S V High School","S S L C","S S L C"
60,S.I.C.A,"High school","High school"
7015,"S.J.B.Institute Of Technology","Bachelor of Engineering (BE)","Computer Science"
4910,"S.T. Paul H.S. School Indore","12th ",PCM-CS
6843,sa,"• Linux Embedded Broad Bring Up ","• Linux Embedded Broad Bring Up "
6842,SA,"• Linux Kernel/Driver Design ","• Linux Kernel/Driver Design "
6846,SA,"• RTOS (Real-Time Operating System) Architectural Design ","• RTOS (Real-Time Operating System) Architectural Design "
721,"Sachem High School East","2004 - 2008","2004 - 2008"
2341,"Sachem High School East","Regents Diploma","Regents Diploma"
4176,"Sacramento City College","Computer Science","Computer Science"
4523,"Sacramento State College of Business Administration","Bachelor's degree",General
1083,"Sacred Heart Academy","Liberal Arts and Sciences","General Studies and Humanities"
7182,"Sacred Heart Convent High School Ratnagiri ","Secondary School Certificate","Secondary School Certificate"
5808,"Sacred Heart Covent Higher Secondary School","1988 - 1999","1988 - 1999"
828,"Sacred Heart University",Bachelors,"Communications Technologies"
4827,"Sadjad University of Technology","Associate's degree","Computer Software Engineering"
6109,"Safe Diving Eindhoven","PADI Divemaster and EFR Instructor",Diving
6108,"Safe Diving Eindhoven","PADI Open Water Scuba Instructor and 6 specialty instructor qualifications",Diving
3561,"Sagrado Corazón de Jesús "Salesianito"","High School","Information Technology"
4210,"SAIC Smart force E Learning","Certificate of Completion",Novel
5259,"Saïd Business School, University of Oxford","Executive MBA",General
5753,"Saïd Business School, University of Oxford","Oxford Fintech Progamme","Oxford Fintech Progamme"
5406,"Sainik School, Bijapur","1991 - 1995","1991 - 1995"
5093,"Sainik School, Bijapur","High School","High School"
4237,"Sainik School, Korukonda","1986 - 1993","1986 - 1993"
6194,"Sainik School, Satara","1998 - 2005","1998 - 2005"
378,"Saint Francis Preparatory","High School","High School/Secondary Diplomas and Certificates"
1441,"Saint John's High School","High School","Computer Science"
5918,"Saint Joseph School",Baccalaureate,"High School"
1713,"Saint Joseph School","Lebanese Baccalaureate","General Science"
1504,"Saint Joseph's University","Bachelor of Arts (B.A.)","Theatre and Film"
1503,"Saint Joseph's University","Bachelor of Science (B.S.)","Computer Science"
2986,"Saint Louis University",,
2985,"Saint Louis University (PH)",BA,"Computer Science"
6175,"Saint Martin's University","Associate's degree","Computer Science"
3695,"SAINT OLAF COLLEGE",B.A,"Asian Studies"
2679,"Saint Peter's Prep","2012 - 2016","2012 - 2016"
1334,"Saint Petersburg State Academy of Veterinary Medicine","DVM ","Veterinary Medicine"
4416,"Saint Petersburg State University","Master’s Degree",Physics
4503,"Saint Petersburg University of Transport","Bachelor of Science (BS)","Mechanical Engineering"
6815,"SAIT Polytechnic",Certificate,"Operations Management and Supervision"
4378,"Sales Performance International","Solution Selling","Solution Selling"
4008,"Salier Gymnasium Waiblingen","1995 - 1996","1995 - 1996"
4347,"Salmon Computers Tech",MCSE,"Microsoft Certified Systems Engineer"
1898,"Sam Houston State University","Bachelor’s Degree","Geological and Earth Sciences/Geosciences"
3912,"Samson College of Science and Technology - Manila, Philippines",Vocational,"Diesel Engine Mechanic and Electrical"
7090,"San Antonio College",CIST,"Computer Information Systems"
3969,"San Diego State University",BSCS,Economics
7290,"San Diego State University","Master’s Degree","Electrical and Computer Engineering"
7387,"San Francisco Bay University","Master of Science (MS)","Computer Science"
4876,"San Francisco Conservatory of Music",,
4407,"San Francisco State",,
9,"San Francisco State University","Bachelor’s Degree","Computer Science "
1366,"San Francisco State University","Master of Science (M.S.)","Computer Science"
5445,"San Jose State University","Bachelor of Fine Arts (B.F.A.)","Digital Media Arts"
3743,"San Jose State University","Bachelor of Science","Computer Science"
1,"San Jose State University","Bachelor of Science - BS",Marketing
3499,"San Jose State University",BS,MIS
3981,"San Jose State University","Entrepreneurship ","Entrepreneurship "
3513,"San Jose State University","Graduate level courses - Open University - Data Structures and Algorithms",Maths
4020,"San Jose State University",M.S.,"Computer Software Engineering"
3742,"San Jose State University","Master of Science","Computer Science"
7040,"San Jose State University","Master of Science - MS","Computer Engineering"
7367,"San Jose State University","Master of Science (M.S.)","Computer Engineering"
6170,"San Jose State University","Master's degree","Computer Science"
6947,"San Jose State University","Master's degree","Computer Software Engineering"
2728,"San Jose State University","Master's degree","Data Modeling/Warehousing and Database Administration"
7258,"San Jose State University","Master's degree","Software Engineering"
3502,"San Jose State University",MBA,"High Tech Marketing"
3741,"San Jose State University",MBA/MSE,"MBA/MSE Software Engineering Dual-Degree Program"
3618,"San Jose State University",MS,"Computer Science"
3511,"San Jose State University",Pass,"Wireshark Certified Network Analysis - WSCNA"
3577,"San Jose State University","Software Engineering","Computer Software Engineering"
3957,"San Marino High School","2000 - 2004","2000 - 2004"
3879,"Sana Engineering College","Bachelor's degree","Electrical and Electronics Engineering"
3455,"SANS Technology Institute","Cyber Security","Cyber Security"
5196,"Santa Clara University","Bachelor of Science - BS","Computer Engineering"
523,"Santa Clara University","Bachelor's Degree","Communication and Media Studies"
3588,"Santa Clara University","Bachelor's Degree","Minor in Mathematics"
6975,"Santa Clara University","Master of Science - MS","Computer Science Engineering"
4073,"Santa Clara University",Masters,"Computer Science"
5163,"Santa Maria Primary School","1972 - 1977","1972 - 1977"
4330,"Santa Monica College","Associate of Arts (AA)","Liberal Arts"
4327,"Santa Monica College","Associate's degree","Liberal Arts and Sciences/Liberal Studies"
3621,"Santa Rosa Junior College","Associate of Science (A.S.)","Computer Science"
6908,"Santa Rosa Junior College","Bachelor’s Degree","Computer Science"
5972,"SAP Academy, New York","SAP Certified Associate - Business Process integration with SAP ERP 6.0 EhP6","SAP Certified Associate - Business Process integration with SAP ERP 6.0 EhP6"
5971,"SAP eAcademy","ABAP development with SAP Netweaver","ABAP development with SAP Netweaver"
6110,"SAP Education",SAP01,"SAP Overview training"
6078,"SAP HANA Academy; OpenSAP","SAP HANA","Modeler Perspective"
5739,"SAP HERUG 2018 New-York","2018 - 2018","2018 - 2018"
5491,"Sapienza Università di Roma","Masters Degree","Electronics Engineering"
4459,"Sapthagiri College of Engineering","Master of Computer Applications - MCA","Computer Science"
6630,"Sarada Junior College, Vijayawada, AP, India",Intermediate,"Physics and Chemistry"
2148,"Sarah Lawrence College","2013 - 2014","2013 - 2014"
3575,"Saratoga High School","2012 - 2016","2012 - 2016"
1632,"Saratoga High School","High School Diploma","High School Diploma"
145,"Saratoga Springs High School","Advanced Regents Diploma","Advanced Regents Diploma"
5440,"Sardar Patel Institute of Technology",B.E.,"Information Technology"
1972,"Sardar Patel Institute of Technology","Bachelor's Degree","Computer Science"
6072,"Sardar Patel University","Bachelor of Engineering",Computers
7350,"Sarswati Shishu Mandir, Tirwa",,
6079,SAS,"SAS Studio","SAS Studio"
6080,SAS,"Visual Analytics and Statistics","Visual Analytics and Statistics"
6409,"SAS ISRAEL / MIA Computers","Applied Analytics Using SAS Enterprise Miner","Applied Analytics Using SAS Enterprise Miner"
6411,"SAS ISRAEL / MIA Computers","SAS Enterprise Guide : Querying and Reporting","SAS Enterprise Guide : Querying and Reporting"
6407,"SAS ISRAEL / MIA Computers","SAS Programming 1: Essentials","SAS Programming 1: Essentials"
6408,"SAS ISRAEL / MIA Computers","SAS Programming 2: Data Manipulation Techniques","SAS Programming 2: Data Manipulation Techniques"
3191,"SASTRA University","Bachelor's Degree","Electronics and Communications Engineering"
7119,"Sathyabama University","Bachelor of Engineering (B.E.)","Electronics and Telecommunications Engineering"
1402,"Saunders Trades & Technical High School","High School Diploma","Fashion/Apparel Design"
5171,"Savitribai Phule Pune University","1990 - 1995","1990 - 1995"
6046,"Savitribai Phule Pune University",B.E.,"Computer Science"
5909,"Savitribai Phule Pune University","B.E. Information Technology","Information Technology"
4332,"Savitribai Phule Pune University","Bachelor of Computer Science",Electronics)
4789,"Savitribai Phule Pune University","Bachelor of Engineering","Computer Science"
4778,"Savitribai Phule Pune University","Bachelor of Engineering - BE","Computer Engineering"
1192,"Savitribai Phule Pune University","Bachelor of Engineering - BE","Electronics and Communications Engineering"
2528,"Savitribai Phule Pune University","Bachelor of Engineering (B.E.)","Computer Engineering"
2462,"Savitribai Phule Pune University","Bachelor of Engineering (B.E.)","Computer Science"
808,"Savitribai Phule Pune University","Bachelor of Engineering (B.E.)","Electronics and Communications Engineering"
3607,"Savitribai Phule Pune University","Bachelor of Engineering (BE)","Bachelor of Engineering (BE)"
5816,"Savitribai Phule Pune University","Bachelor of Engineering (BE)","Computer Engineering"
2915,"Savitribai Phule Pune University","Bachelor's Degree","Computer Engineering"
3016,"Savitribai Phule Pune University","Bachelor's Degree","Electronics and Communications Engineering"
4485,"Savitribai Phule Pune University","Bachelor's degree","Electronics and Telecommmunications Engineering"
3611,"Savitribai Phule Pune University","Bachelor's degree","Information Technology"
1712,"Savitribai Phule Pune University","Bachelor’s Degree","Computer Engineering"
1390,"Savitribai Phule Pune University","Bachelor’s Degree","Information technology"
6055,"Savitribai Phule Pune University",BE,"Computer Science"
7405,"Savitribai Phule Pune University",BE,"Electronics and Telecommunications"
6948,"Savitribai Phule Pune University","BE Computer","Computer Science"
4331,"Savitribai Phule Pune University","Master in Computer Science","Artificial Intelligence)"
5172,"Savitribai Phule Pune University",Masters,"Computer Science"
4412,"Savitribai Phule Pune University","Masters in Computer Science","Computer Science"
612,"Scarsdale High School","2013 - 2017","2013 - 2017"
2353,"Scarsdale High School","High School Diploma","High School Diploma"
1811,"Scarsdale Senior High School","High School","High School"
4496,"Schade Girls High School",,
340,"Schenectady High School","International Baccalaureate Diploma","International Baccalaureate Diploma"
5068,"Schiller International University","Masters in Business Administration (MBA)","Masters in Business Administration (MBA)"
5277,ScholarSite,"The Business and Economics of Space by Sinead O'Sullivan","The Business and Economics of Space by Sinead O'Sullivan"
5301,"School of Management at the Krakow School of Enterprise and Management",Certificate,Management
3012,"School of The Future High School","High School Diploma","High School Diploma"
237,"School of the Museum of Fine Arts","Master of Fine Arts (MFA)","Master of Fine Arts (MFA)"
4545,"School of Visual Arts","Advanced Graphic Design and Software Training","Advanced Graphic Design and Software Training"
2934,"Schreyer Honors College at Penn State","Bachelor of Science (B.S.)","Bio-evolutionary Sciences Option"
5432,"Schulich School of Business - York University","Master of Business Administration (MBA)",General
5434,"Schulich School of Business - York University","Masters Certificate","Business Analysis"
827,"Scientific Polytechnic College",BS,"Computer Science"
2875,"Scituate High School","High School Diploma","High School Diploma"
4902,"Scripps College","Bachelor of Arts","Computer Science & Cognitive Science Dual Major"
2281,"Scripps College","Computer Science","Computer Science"
1964,"scripps ranch high",,
2966,"Scrum Alliance","Certified Scrum Master","Certified Scrum Master"
6590,"SCTE/ISBE Training (Certificate)","2007 - 2018","2007 - 2018"
6106,"Scuba Republic 5* IDC Center, Dive Resort and Training Facility","DSAT Tec Rec Gas Blender Instructor","DSAT Tec Rec Gas Blender Instructor"
6104,"Scuba Republic 5* IDC Center, Dive Resort and Training Facility","PADI IDC Staff Instructor","PADI IDC Staff Instructor"
7336,"Seahome highschool",,
4239,"Seattle Central College",,
4346,"Seattle Central College",A.A.S,"Publishing Arts / Digital Imaging"
4405,"Seattle Central College",AA,"Computer Programming"
4233,"Seattle Central College","Computer Science","Computer Science"
6372,"Seattle Film Institute","Documentary Production","Documentary Production"
4280,"Seattle Pacific University","Bachelor of Arts (BA)","Computer Science"
4309,"Seattle Pacific University",BSEE,"Electrical Engineering"
7077,"Seattle University","Bachelor of Science (B.S.)",Nursing
7231,"Seattle University","Bachelor’s Degree","Computer Science"
6758,"Seattle University",MS,"Software Engineering"
2809,"Semester At Sea",2011,2011
5787,"Seneca College",Certification,"Mechanical Engineering"
5788,"Seneca College","Mechanical Engineering",Design
2358,"Seoul International School","High School Diploma","High School Diploma"
2779,"Seoul National University",,
2096,"Seoul National University","Bachelor's degree","Computer Science and Engineering"
1822,"Seoul National University",BS,"Electrical and Electronics Engineering"
2699,"Seoul National University","Exchange Program","Exchange Program"
2008,"Seoul National University","Master's degree","Distributed Systems"
5199,"Serra High School","1999 - 2003","1999 - 2003"
803,ServiceNow,"ServiceNow Fundamentals Bootcamp","ServiceNow Fundamentals Bootcamp"
