id,skill,category
3227,"Love Of Learning","Other Skills"
5412,"Low Cost Country Sourcing","Other Skills"
3579,"Low Latency","Industry Knowledge"
3309,"Low Latency Trading","Other Skills"
3055,"Low Level Programming","Other Skills"
4332,"Low-power Design","Other Skills"
6355,LPC,"Other Skills"
3605,LSTM,"Other Skills"
2677,LTE,"Tools & Technologies"
1782,LTSpice,"Other Skills"
1254,Lua,"Other Skills"
3482,Lucene,"Other Skills"
6423,LUM,"Tools & Technologies"
5303,"Lync Server 2010","Other Skills"
5608,M2M,"Other Skills"
739,Mac,"Tools & Technologies"
1040,"Mac & PC platforms","Other Skills"
403,"Mac OS","Tools & Technologies"
631,"Mac OS X","Tools & Technologies"
2057,"Mac OS X Server","Other Skills"
4779,"Mac Pro","Other Skills"
4778,"MacBook Pro","Other Skills"
1341,"Machine Design","Other Skills"
67,"Machine Learning","Industry Knowledge"
2920,"Machine Learning Algorithms","Other Skills"
3811,"Machine Translation","Other Skills"
6319,"Machine Vision","Other Skills"
1979,Machining,"Industry Knowledge"
5831,"Macintosh Applications","Other Skills"
2871,"Macintosh Hardware","Other Skills"
924,macOS,"Tools & Technologies"
1123,Macroeconomics,"Industry Knowledge"
4812,"Magazine Layout Design","Other Skills"
1334,Magento,"Tools & Technologies"
1048,Mahout,"Tools & Technologies"
5512,"Mail Merge","Other Skills"
406,MailChimp,"Tools & Technologies"
5790,"Mailing List Management","Other Skills"
1723,Mainframe,"Industry Knowledge"
5220,"Mainframe Testing","Other Skills"
3729,Maintenance,"Industry Knowledge"
994,"Maintenance & Repair","Industry Knowledge"
5195,"Major Incident Management","Other Skills"
6493,"Male Grooming","Other Skills"
1632,Mallet,"Other Skills"
4333,"Malware Analysis","Other Skills"
1750,MAMP,"Other Skills"
6291,MAN,"Other Skills"
5443,"Managed Hosting","Other Skills"
4526,"Managed Money","Other Skills"
1382,"Managed Services","Industry Knowledge"
61,Management,"Interpersonal Skills"
604,"Management Consulting","Industry Knowledge"
1517,"Management Information Systems (MIS)","Tools & Technologies"
3612,"Management Style","Other Skills"
2772,"Managerial Accounting","Industry Knowledge"
6143,"Managerial Finance","Industry Knowledge"
3985,"Managing Managers","Other Skills"
1380,"Managing Meetings","Other Skills"
5088,"Managing Offshore Teams","Other Skills"
3317,"Managing Partner Relationships","Interpersonal Skills"
3613,"Managing Technical Personnel","Other Skills"
782,Mandarin,Languages
4298,"Manipulación fotográfica","Industry Knowledge"
1936,"Manual Testing","Industry Knowledge"
1977,Manufacturing,"Industry Knowledge"
1423,"Manufacturing Operations Management","Industry Knowledge"
4942,MAP,"Other Skills"
5001,"Map Reduce","Tools & Technologies"
518,Mapbox,"Tools & Technologies"
2071,MAPI,"Other Skills"
6110,MapInfo,"Other Skills"
4026,Maple,"Other Skills"
110,MapReduce,"Tools & Technologies"
760,MariaDB,"Other Skills"
3424,Marimba,"Other Skills"
890,"Marine Biology","Other Skills"
3342,Markdown,"Other Skills"
1764,"Market Analysis","Industry Knowledge"
1649,"Market Data","Other Skills"
3441,"Market Making","Other Skills"
1032,"Market Research","Industry Knowledge"
86,Marketing,"Industry Knowledge"
4782,"Marketing Analytics","Other Skills"
4225,"Marketing Automation","Other Skills"
4222,"Marketing Budget Management","Other Skills"
102,"Marketing Communications","Other Skills"
1742,"Marketing Management","Industry Knowledge"
4226,"Marketing Operations","Other Skills"
892,"Marketing Strategy","Industry Knowledge"
4150,MarkLogic,"Other Skills"
4379,"Markov Chains","Other Skills"
3120,"Markov models","Other Skills"
2474,"Martial Arts","Other Skills"
2412,MASTAN,"Other Skills"
5760,"Master Data","Other Skills"
5349,"Master Data Management","Industry Knowledge"
808,Mastercam,"Other Skills"
3961,"Material Take Off","Other Skills"
1610,"Material UI","Tools & Technologies"
161,Material-UI,"Tools & Technologies"
1886,Materials,"Industry Knowledge"
4085,"Materials Management","Industry Knowledge"
2323,"Materials Science","Industry Knowledge"
440,MathCAD,"Tools & Technologies"
1219,Mathematica,"Tools & Technologies"
3211,"Mathematical Analysis","Other Skills"
325,"Mathematical Modeling","Industry Knowledge"
665,"Mathematical Statistics","Other Skills"
78,Mathematics,"Industry Knowledge"
661,"Mathematics Education","Industry Knowledge"
5967,MATHLAB,"Other Skills"
33,MATLAB,"Tools & Technologies"
1438,Matplotlib,"Other Skills"
5932,"Matrix Leadership","Other Skills"
5936,"Matrix Management","Other Skills"
750,Maven,"Tools & Technologies"
5229,Maven2,"Tools & Technologies"
920,Maya,"Tools & Technologies"
5451,MCAS,"Other Skills"
5860,MCSA,"Other Skills"
5018,MCSE,"Tools & Technologies"
5337,MCT,"Other Skills"
5855,MCTS,"Other Skills"
6444,MDL,"Other Skills"
4034,MDM,"Industry Knowledge"
3411,MDX,"Other Skills"
5514,MEAN,"Other Skills"
554,"Mean Stack","Other Skills"
2566,"Mechanical Drawings","Other Skills"
975,"Mechanical Engineering","Industry Knowledge"
2393,Mechanics,"Industry Knowledge"
3457,"Mechanics of Materials","Other Skills"
3564,Mechatronics,"Other Skills"
3020,"Media Production","Industry Knowledge"
1262,"Media Relations","Industry Knowledge"
6439,MediaWiki,"Other Skills"
1586,"Medical Devices","Industry Knowledge"
2616,"Medical Imaging","Industry Knowledge"
4000,"Medical Law","Other Skills"
2884,"Medical Terminology","Industry Knowledge"
3998,"Medical Translation","Other Skills"
6373,"Medical-Surgical Nursing","Other Skills"
2277,Medusa,"Other Skills"
4354,MEF,"Other Skills"
4267,"Mejora continua","Industry Knowledge"
6435,MelScript,"Other Skills"
2517,"Member of Toastmasters","Other Skills"
1473,"Membership Growth","Other Skills"
1472,"Membership Management","Other Skills"
2036,Memcached,"Other Skills"
3385,Memes,"Other Skills"
3749,"Memory Management","Other Skills"
2535,"Mental Health","Industry Knowledge"
5496,"Mental Health First Aid","Other Skills"
6234,Mentor,"Interpersonal Skills"
1700,"Mentor Graphics","Other Skills"
1066,Mentoring,"Interpersonal Skills"
5650,"Mentoring Of Staff","Other Skills"
5271,Mentorship,"Interpersonal Skills"
897,Merchandising,"Industry Knowledge"
682,"Merchant Services","Other Skills"
587,Mercurial,"Other Skills"
4887,"Mercury quality center","Tools & Technologies"
5467,"Mergers & Acquisitions","Industry Knowledge"
1020,"Mergers & Acquisitions (M&A)","Industry Knowledge"
1843,"MERN Stack","Tools & Technologies"
6057,"Message Development","Other Skills"
1623,"Message Queue","Other Skills"
4490,Messaging,"Other Skills"
4498,"Messaging Systems","Other Skills"
2867,"Metal Fabrication","Industry Knowledge"
3279,MetaMask,"Tools & Technologies"
4646,Metasploit,"Other Skills"
886,Meteor,"Tools & Technologies"
1315,Meteor.js,"Tools & Technologies"
5060,MeteorJS,"Tools & Technologies"
1247,Meteorology,"Other Skills"
5741,"Metodologia PMBOK","Industry Knowledge"
4253,"Metodologías ágiles","Industry Knowledge"
4405,Metrics,"Other Skills"
5609,"Metrics Definition","Other Skills"
917,MFC,"Other Skills"
6457,"Micro Services","Other Skills"
4492,"Microarray Analysis","Other Skills"
82,Microbiology,"Industry Knowledge"
2373,"Microchip PIC","Other Skills"
5442,Microcomputers,"Other Skills"
168,Microcontrollers,"Industry Knowledge"
349,Microeconomics,"Other Skills"
5473,Micropayments,"Other Skills"
172,Microprocessors,"Other Skills"
3175,Microscopy,"Industry Knowledge"
6503,Microservice,"Other Skills"
5859,"Microservice Architecture","Other Skills"
165,Microservices,"Other Skills"
5332,Microsoft,"Tools & Technologies"
5319,"Microsoft .NET","Tools & Technologies"
385,"Microsoft Access","Tools & Technologies"
715,"Microsoft Azure","Tools & Technologies"
3460,"Microsoft Azure Machine Learning","Tools & Technologies"
5509,"Microsoft Azure ML","Tools & Technologies"
1789,"Microsoft BI Suite","Other Skills"
3265,"Microsoft Bot Framework","Tools & Technologies"
6314,"Microsoft C#","Tools & Technologies"
671,"Microsoft Certified Professional","Tools & Technologies"
4979,"Microsoft Certified Technology","Other Skills"
4350,"Microsoft Cognitive Toolkit (CNTK)","Tools & Technologies"
1941,"Microsoft CRM","Tools & Technologies"
2374,"Microsoft Dynamics","Tools & Technologies"
4609,"Microsoft Dynamics 365","Tools & Technologies"
4098,"Microsoft Dynamics AX","Other Skills"
5407,"Microsoft Dynamics AX 2009","Other Skills"
5945,"Microsoft Dynamics AX 2012","Other Skills"
4092,"Microsoft Dynamics CRM","Tools & Technologies"
4607,"Microsoft Dynamics CRM 2011","Tools & Technologies"
4702,"Microsoft Dynamics ERP","Other Skills"
5431,"Microsoft Dynamics GP","Other Skills"
4698,"Microsoft Dynamics NAV","Tools & Technologies"
8,"Microsoft Excel","Tools & Technologies"
4105,"Microsoft Excel Advanced","Tools & Technologies"
1197,"Microsoft Exchange","Tools & Technologies"
2574,"Microsoft Exchange 2010","Tools & Technologies"
6367,"Microsoft Expression","Other Skills"
3992,"Microsoft Expression Blend","Other Skills"
4351,"Microsoft Flow","Tools & Technologies"
5232,"Microsoft HoloLens","Tools & Technologies"
5564,"Microsoft Hyper-V","Tools & Technologies"
5449,"Microsoft Intune","Other Skills"
3,"Microsoft Office","Tools & Technologies"
2358,"Microsoft Office 2007","Tools & Technologies"
2783,"Microsoft Office 2010","Tools & Technologies"
4153,"Microsoft Office 2013","Tools & Technologies"
5563,"Microsoft Office 365","Tools & Technologies"
6295,"Microsoft Office Products","Tools & Technologies"
3328,"Microsoft Office Sharepoint Server","Other Skills"
1550,"Microsoft Office Specialist","Tools & Technologies"
857,"Microsoft Office Suite","Tools & Technologies"
6522,"Microsoft OneDrive","Tools & Technologies"
3293,"Microsoft OneNote","Tools & Technologies"
2259,"Microsoft Operating Systems","Other Skills"
389,"Microsoft Outlook","Tools & Technologies"
6461,"Microsoft Platform","Other Skills"
4094,"Microsoft Power Apps","Tools & Technologies"
1641,"Microsoft Power Automate","Tools & Technologies"
1157,"Microsoft Power BI","Tools & Technologies"
1244,"Microsoft Power Point","Tools & Technologies"
6374,"Microsoft Power Query","Tools & Technologies"
6100,"Microsoft PowerBI","Tools & Technologies"
10,"Microsoft PowerPoint","Tools & Technologies"
1172,"Microsoft Products","Tools & Technologies"
344,"Microsoft Project","Tools & Technologies"
5418,"Microsoft Project Server","Other Skills"
1982,"Microsoft Publisher","Tools & Technologies"
4111,"Microsoft Server Technologies","Other Skills"
4570,"Microsoft Servers","Other Skills"
3492,"Microsoft SharePoint","Tools & Technologies"
5565,"Microsoft Solutions","Other Skills"
132,"Microsoft SQL Server","Tools & Technologies"
451,"Microsoft Suites","Other Skills"
5137,"Microsoft Surface","Other Skills"
2617,"Microsoft Teams","Tools & Technologies"
3024,"Microsoft Technologies","Tools & Technologies"
1457,"Microsoft Visio","Tools & Technologies"
2999,"Microsoft Visual Studio","Tools & Technologies"
560,"Microsoft Visual Studio C++","Other Skills"
1474,"Microsoft Visual Studio Code","Tools & Technologies"
1638,"Microsoft Windows","Tools & Technologies"
6,"Microsoft Word","Tools & Technologies"
2640,MicroStation,"Tools & Technologies"
724,Microstrategy,"Other Skills"
5928,"MicroStrategy Reporting","Other Skills"
2399,Midas,"Other Skills"
5312,Middleware,"Other Skills"
1042,midi,"Other Skills"
5420,"Migration Projects","Other Skills"
6508,MIL-STD-1553,"Other Skills"
1235,Military,"Industry Knowledge"
3198,"Military Decision Making Process","Other Skills"
1236,"Military Experience","Industry Knowledge"
3197,"Military Leadership","Other Skills"
1233,"Military Operations","Industry Knowledge"
1242,"Military Training","Industry Knowledge"
3196,"Military Weapons Handling","Other Skills"
3774,Milling,"Other Skills"
1808,Mindfulness,"Interpersonal Skills"
741,Minitab,"Tools & Technologies"
6049,Minorista,"Industry Knowledge"
1846,MIPS,"Other Skills"
265,"MIPS Assembly","Other Skills"
6513,"MIPS Instruction Set","Other Skills"
6254,MIS,"Tools & Technologies"
3744,MISRA,"Other Skills"
6459,MITA,"Other Skills"
2148,"Mixed Reality","Other Skills"
3543,ML,"Industry Knowledge"
5402,MLOps,"Industry Knowledge"
4733,MMO,"Other Skills"
4233,Mobile,"Industry Knowledge"
4204,"Mobile Advertising","Industry Knowledge"
5214,"Mobile Analytics","Other Skills"
1113,"Mobile Application Design","Other Skills"
613,"Mobile Application Development","Other Skills"
87,"Mobile Applications","Industry Knowledge"
4916,"Mobile Communications","Industry Knowledge"
2890,"Mobile Computing","Other Skills"
5789,"Mobile Consulting","Other Skills"
636,"Mobile Design","Other Skills"
3082,"Mobile Development","Other Skills"
2058,"Mobile Device Management","Other Skills"
155,"Mobile Devices","Industry Knowledge"
1467,"Mobile Experiences","Other Skills"
1827,"Mobile Game Development","Other Skills"
4726,"Mobile Games","Industry Knowledge"
4207,"Mobile Internet","Other Skills"
4205,"Mobile Marketing","Industry Knowledge"
4089,"Mobile Payments","Industry Knowledge"
4983,"Mobile Platforms","Other Skills"
4984,"Mobile Portals","Other Skills"
3044,"Mobile Product Development","Other Skills"
3568,"Mobile Robotics","Other Skills"
4347,"Mobile Security","Other Skills"
2152,"Mobile Strategy","Other Skills"
627,"Mobile Technology","Industry Knowledge"
2145,"Mobile testing","Other Skills"
4321,"Mobile Web","Other Skills"
3813,"Mobile Web Design","Other Skills"
3036,"Mobility Management","Other Skills"
4221,"Mobility Strategy","Other Skills"
118,Mocha,"Tools & Technologies"
657,"Mocha (JavaScript Framework)","Tools & Technologies"
3787,Mock,"Other Skills"
380,Mockito,"Other Skills"
5571,Mockups,"Other Skills"
1809,"Model Casting","Other Skills"
4435,"Model Checking","Other Skills"
3138,"Model United Nations","Other Skills"
800,"Model-View-Controller (MVC)","Other Skills"
5408,Model-View-Presenter,"Other Skills"
5189,"Model-View-Presenter (MVP)","Other Skills"
2803,"Model-view-viewmodel (MVVM)","Other Skills"
5572,"Modelagem matemática","Industry Knowledge"
3454,Modeling,"Industry Knowledge"
2095,ModelSim,"Other Skills"
5295,"Modern Standard Arabic",Languages
5972,"Module Design","Other Skills"
4996,MOF,"Other Skills"
2835,"Molecular Biology","Industry Knowledge"
2840,"Molecular Cloning","Industry Knowledge"
3140,Monetization,"Other Skills"
3920,Mongo,"Tools & Technologies"
5611,"Mongo DB","Tools & Technologies"
57,MongoDB,"Tools & Technologies"
972,"Mongoose ODM","Tools & Technologies"
2093,"Mongoose Web Server","Tools & Technologies"
4439,Monit,"Other Skills"
5389,Mono,"Other Skills"
3299,MonoDevelop,"Other Skills"
5099,"Monte Carlo","Other Skills"
2480,"Monte Carlo Simulation","Other Skills"
1403,"Monthly Close Process","Other Skills"
6096,"Mood Boards","Other Skills"
4303,Moodle,"Tools & Technologies"
1720,Mootools,"Other Skills"
2800,Moq,"Other Skills"
5908,"Mortgage Lending","Industry Knowledge"
6149,"Mortgage Servicing","Other Skills"
4898,"MOSS 2007","Other Skills"
4745,"Motion Analysis","Other Skills"
4044,"Motion Capture","Other Skills"
1304,"Motion Design","Other Skills"
1295,"Motion Graphics","Industry Knowledge"
4202,"Motion Tracking","Other Skills"
5154,"Motivational Speaking","Interpersonal Skills"
3088,Motors,"Other Skills"
4965,Motorsports,"Other Skills"
1060,Mozart,"Other Skills"
1950,Mozilla,"Other Skills"
6321,Mpeg,"Other Skills"
767,MPI,"Other Skills"
2955,MPLAB,"Other Skills"
5483,MPLS,"Industry Knowledge"
5654,"MPLS VPN","Other Skills"
2982,MQSeries,"Other Skills"
6482,MQTT,"Other Skills"
4079,MRI,"Other Skills"
4714,"MS CRM","Tools & Technologies"
4946,"MS Excel Pivot Tables","Industry Knowledge"
2380,"MS Office","Tools & Technologies"
5067,"MS Office 2010","Tools & Technologies"
2258,"MS Office Suite","Tools & Technologies"
2108,"MS Project","Tools & Technologies"
6359,"MS Query","Other Skills"
5029,"MS Reporting Services","Other Skills"
533,"MS SQL","Tools & Technologies"
6166,"MS SQL Server","Tools & Technologies"
3731,"MS Suites","Tools & Technologies"
1618,"MS VC++","Other Skills"
1456,"MS Visual Studio","Tools & Technologies"
4704,MS-DOS,"Other Skills"
4948,MSBI,"Other Skills"
4231,MSBuild,"Other Skills"
2446,MSI,"Other Skills"
836,MSMQ,"Other Skills"
6354,MSP430,"Other Skills"
2657,MSSQL,"Tools & Technologies"
5452,MTP,"Other Skills"
921,Mudbox,"Other Skills"
3123,Mule,"Other Skills"
3122,"Mule ESB","Other Skills"
5924,"MuleSoft Anypoint Platform","Tools & Technologies"
854,"MuleSoft Products","Tools & Technologies"
6040,"Multi-agent Systems","Other Skills"
2771,"Multi-channel Marketing","Industry Knowledge"
2820,"Multi-cultural Communications","Other Skills"
2821,"Multi-cultural team building","Other Skills"
2819,"Multi-Cultural Team Leadership","Other Skills"
5631,"Multi-factor Authentication","Other Skills"
6032,"Multi-platform Development","Other Skills"
4425,"Multi-site Team Management","Other Skills"
5845,Multi-touch,"Other Skills"
4909,Multicast,"Other Skills"
3412,"MultiDimensional eXpressions (MDX)","Other Skills"
3164,Multilingual,"Industry Knowledge"
1518,"Multilingual Communication","Other Skills"
1806,Multimedia,"Industry Knowledge"
5737,"Multimedia Framework","Other Skills"
2688,Multimeter,"Other Skills"
2460,"Multiplayer Design","Other Skills"
4603,"Multiple Listing Service","Other Skills"
4951,"Multiple Regression","Other Skills"
6418,"Multiprotocol Label Switching (MPLS)","Industry Knowledge"
1572,Multisim,"Other Skills"
1374,Multitasking,"Interpersonal Skills"
1620,"Multithreaded application development","Other Skills"
1214,"Multithreaded Development","Other Skills"
105,Multithreading,"Industry Knowledge"
571,"Multivariable Calculus","Other Skills"
4553,"Multivariate Statistics","Other Skills"
5366,"Multivariate Testing","Other Skills"
3684,MUMPS,"Other Skills"
3780,"Museum Education","Other Skills"
332,Museums,"Industry Knowledge"
494,Music,"Industry Knowledge"
196,"Music Arrangement","Other Skills"
185,"Music Composition","Industry Knowledge"
5213,"Music Creation","Other Skills"
1329,"Music Education","Industry Knowledge"
497,"Music Industry","Industry Knowledge"
3761,"Music Licensing","Other Skills"
1775,"Music Management","Other Skills"
3066,"Music Performance","Other Skills"
182,"Music Production","Industry Knowledge"
1037,"Music Technology","Other Skills"
1330,"Music Theory","Industry Knowledge"
1443,"Music Videos","Industry Knowledge"
1346,"Musical Theatre","Industry Knowledge"
1732,Musician,"Industry Knowledge"
5421,Musicians,"Industry Knowledge"
5422,Musicianship,"Industry Knowledge"
2451,"Mutual Funds","Industry Knowledge"
510,MVC,"Other Skills"
3090,"MVC ","Other Skills"
5531,"MVC 2/3","Tools & Technologies"
2798,"MVC 4","Tools & Technologies"
2980,MVS,"Other Skills"
1114,MVVM,"Other Skills"
2137,"My SQL","Tools & Technologies"
3353,MyBatis,"Other Skills"
2208,"Myofascial Release","Other Skills"
44,MySQL,"Tools & Technologies"
3382,"MySQL Cluster","Other Skills"
2183,"MYSQL WorkBench","Other Skills"
4316,MySQLi,"Other Skills"
5555,"N-Tier Architecture","Other Skills"
2786,Nagios,"Other Skills"
5095,"NAND Flash","Other Skills"
833,NAnt,"Other Skills"
4532,NAS,"Industry Knowledge"
4936,NASDAQ,"Other Skills"
5287,NAT,"Other Skills"
3176,"National Honor Society","Other Skills"
1240,"National Security","Industry Knowledge"
5506,Nationbuilder,"Tools & Technologies"
6003,NativeScript,"Tools & Technologies"
4407,"Natural Language","Industry Knowledge"
5966,"Natural Language Generation","Other Skills"
181,"Natural Language Processing","Other Skills"
754,"Natural Language Processing (NLP)","Other Skills"
3430,"Natural Language Understanding","Other Skills"
4700,NAV,"Other Skills"
3528,Navicat,"Other Skills"
4699,Navision,"Tools & Technologies"
3029,Navisworks,"Other Skills"
1234,Navy,"Industry Knowledge"
2602,NDM,"Other Skills"
2865,NDT,"Industry Knowledge"
4228,"Needs Analysis","Other Skills"
6041,"Needs Assessment","Other Skills"
4288,Negociación,"Interpersonal Skills"
666,Negotiation,"Interpersonal Skills"
4574,"Negotiation ","Interpersonal Skills"
1399,"Negotiation Skills","Interpersonal Skills"
1015,Neo4j,"Other Skills"
3670,nesC,"Other Skills"
1359,Nessus,"Tools & Technologies"
2242,NestJS,"Tools & Technologies"
3922,"Net Beans IDE","Tools & Technologies"
4533,NetApp,"Tools & Technologies"
4503,Netbackup,"Other Skills"
1749,NetBeans,"Tools & Technologies"
5540,Netcat,"Other Skills"
2721,Netflow,"Other Skills"
859,NetLogo,"Other Skills"
1402,Netsuite,"Other Skills"
1081,"Network Administration","Industry Knowledge"
1388,"Network Architecture","Industry Knowledge"
4739,"Network Communications","Other Skills"
733,"Network Design","Industry Knowledge"
4157,"Network Devices","Other Skills"
1083,"Network Engineering","Industry Knowledge"
6313,"Network Function Virtualization","Other Skills"
4785,"Network Hardware","Other Skills"
5338,"Network Infrastructure","Other Skills"
6334,"Network Monitoring Tools","Other Skills"
1000,"Network Operations Center (NOC)","Other Skills"
6068,"Network Performance","Other Skills"
3474,"Network Programming","Other Skills"
6516,"Network Protocol Design","Other Skills"
732,"Network Security","Industry Knowledge"
4047,"Network Simulator","Other Skills"
6312,"Network Systems","Other Skills"
2882,"Network Time Protocol (NTP)","Other Skills"
1206,"Network Topology","Other Skills"
6480,"Network Traffic Analysis","Other Skills"
2386,"Network Troubleshooting","Other Skills"
5262,"Network Virtualization","Other Skills"
4370,"Network-Attached Storage (NAS)","Industry Knowledge"
2941,Network+,"Other Skills"
103,Networking,"Other Skills"
3586,"Networking Protocol","Other Skills"
755,"Neural Networks","Other Skills"
6510,Neuroengineering,"Other Skills"
3707,Neuroscience,"Industry Knowledge"
1230,"New Business Development","Industry Knowledge"
4688,"New Markets Development","Other Skills"
3021,"New Media","Other Skills"
4693,"New Product Ideas","Other Skills"
2328,"New Product Implementations","Other Skills"
2329,"New Product Validation","Other Skills"
999,"New Relic","Other Skills"
1309,"New Store Openings","Industry Knowledge"
5217,"New Venture Development","Other Skills"
1611,Newforma,"Other Skills"
3523,newrelic,"Other Skills"
1796,"News Writing","Industry Knowledge"
4813,"Newsletter Design","Other Skills"
1501,Newsletters,"Industry Knowledge"
774,Newspaper,"Industry Knowledge"
1791,Newspapers,"Industry Knowledge"
2182,"Next-Generation Network (NGN)","Other Skills"
1490,Next.js,"Tools & Technologies"
1257,nextjs,"Tools & Technologies"
2879,Nexus,"Other Skills"
3552,NFS,"Other Skills"
541,Nginx,"Tools & Technologies"
1065,NgRx,"Tools & Technologies"
826,NHibernate,"Other Skills"
2676,"NI LabVIEW","Tools & Technologies"
1573,"NI Multisim","Other Skills"
2962,Nielsen,"Other Skills"
4165,NIMS,"Industry Knowledge"
2799,Ninject,"Other Skills"
6067,"Nintex Workflow","Other Skills"
3530,NIO,"Other Skills"
6441,"Nios II","Other Skills"
5516,NIST,"Other Skills"
3604,NLP,"Other Skills"
1437,NLTK,"Other Skills"
1362,Nmap,"Other Skills"
3115,"NMR Spectroscopy","Other Skills"
3131,"No SQL","Tools & Technologies"
576,Node,"Tools & Technologies"
47,"Node JS","Tools & Technologies"
53,Node.js,"Tools & Technologies"
564,Nodejs,"Tools & Technologies"
4691,NodeRED,"Tools & Technologies"
1985,Nomad,"Other Skills"
3712,"Non-profit Volunteering","Industry Knowledge"
867,Non-profits,"Industry Knowledge"
4149,"Nonprofit Management","Industry Knowledge"
959,"Nonprofit Organizations","Industry Knowledge"
83,Nonprofits,"Industry Knowledge"
2936,"Norton Ghost","Other Skills"
107,NoSQL,"Tools & Technologies"
3267,"Note Taking","Other Skills"
1691,Notepad++,"Other Skills"
5290,Novell,"Other Skills"
457,npm,"Other Skills"
4421,NS-3,"Other Skills"
5755,Nservicebus,"Other Skills"
5517,nt,"Other Skills"
3112,"Nuclear Magnetic Resonance (NMR)","Industry Knowledge"
6208,"Nuclear Physics","Other Skills"
3522,Nuke,"Other Skills"
3624,"Number Theory","Other Skills"
1153,"Numerical Analysis","Industry Knowledge"
4410,"Numerical Optimization","Other Skills"
3080,"Numerical Simulation","Other Skills"
752,NumPy,"Other Skills"
827,NUnit,"Other Skills"
5250,Nursing,"Industry Knowledge"
4328,Nutch,"Other Skills"
1797,Nuxt.js,"Tools & Technologies"
4364,NVMe,"Tools & Technologies"
6268,"NX Unigraphics","Tools & Technologies"
3025,O365,"Tools & Technologies"
238,OAuth,"Tools & Technologies"
2217,OBIEE,"Other Skills"
513,"Object Detection","Other Skills"
3902,"Object Modelling","Other Skills"
104,"Object Oriented Design","Industry Knowledge"
2087,"Object Oriented Modeling","Other Skills"
2887,"Object Oriented Programming","Industry Knowledge"
2088,"Object Oriented Software","Other Skills"
6134,"Object Pascal","Other Skills"
511,"Object Recognition","Other Skills"
4830,"Object relational mapping","Other Skills"
4067,"Object Tracking","Other Skills"
3643,"Object-oriented Languages","Other Skills"
3169,"Object-Oriented Programming","Industry Knowledge"
141,"Object-Oriented Programming (OOP)","Industry Knowledge"
3300,"Object-oriented Software","Other Skills"
1613,"Object-Relational Mapping (ORM)","Other Skills"
3688,"Objective C","Tools & Technologies"
282,Objective-C,"Tools & Technologies"
303,OCaml,"Other Skills"
3191,Octave,"Other Skills"
3273,Octopus,"Tools & Technologies"
4784,"Octopus Deploy","Tools & Technologies"
3541,"Oculus Rift","Other Skills"
4356,OData,"Other Skills"
1627,ODBC,"Other Skills"
5005,"OEM Management","Other Skills"
5066,"Office 2010","Tools & Technologies"
1394,"Office 365","Tools & Technologies"
4099,"Office 365 Administration","Other Skills"
1431,"Office Administration","Industry Knowledge"
3274,"Office Apps","Other Skills"
5304,"Office Communications Server","Other Skills"
1499,"Office Management","Industry Knowledge"
5140,"Office Operations","Other Skills"
5786,"Offline Marketing","Other Skills"
4031,"Offset Printing","Industry Knowledge"
5368,"Offshore Outsourcing","Other Skills"
5367,"Offshore Software Development","Other Skills"
3823,Offshoring,"Industry Knowledge"
2866,"Oil & Gas","Industry Knowledge"
2603,"Oil Painting","Industry Knowledge"
5870,OKR,"Industry Knowledge"
2193,OLAP,"Other Skills"
4846,OLEDB,"Other Skills"
3519,OllyDbg,"Other Skills"
3449,OmniGraffle,"Other Skills"
5460,Omniture,"Other Skills"
3420,"On-call Support","Other Skills"
5386,Onboarding,"Industry Knowledge"
5172,"OneDrive for Business","Tools & Technologies"
3180,OneNote,"Tools & Technologies"
2273,"Online Advertising","Industry Knowledge"
2902,"Online Communications","Other Skills"
710,"Online Gaming","Industry Knowledge"
1793,"Online Journalism","Industry Knowledge"
5201,"Online Lead Generation","Other Skills"
1910,"Online Marketing","Industry Knowledge"
685,"Online Payment","Other Skills"
4981,"Online Publishing","Industry Knowledge"
6079,"Online Retail","Other Skills"
4982,"Online Services","Other Skills"
2818,"Online Social Networking","Other Skills"
6473,"Online Tutoring","Other Skills"
4470,Onshape,"Tools & Technologies"
2063,"Onsite Coordination","Other Skills"
3469,Ontologies,"Other Skills"
3245,OOAD,"Other Skills"
5993,OOD,"Industry Knowledge"
584,OOP,"Industry Knowledge"
1223,Oozie,"Tools & Technologies"
5399,"Open Banking","Other Skills"
3681,"Open Data","Other Skills"
3173,"Open Database Connectivity (ODBC)","Other Skills"
6034,"Open Innovation","Other Skills"
1449,"Open Office","Other Skills"
2736,"Open Shortest Path First","Industry Knowledge"
2737,"Open Shortest Path First (OSPF)","Industry Knowledge"
3038,"Open Source","Tools & Technologies"
1187,"Open Source Development","Other Skills"
1534,"Open Source Software","Tools & Technologies"
6086,"Open Space","Other Skills"
2849,OpenCL,"Other Skills"
394,OpenCV,"Other Skills"
2111,OpenFlow,"Other Skills"
5436,OpenFrameworks,"Other Skills"
987,OpenGL,"Tools & Technologies"
1786,"OpenGL ES","Other Skills"
3151,"OpenGL Shading Language (GLSL)","Other Skills"
2723,OpenID,"Other Skills"
4019,"OpenID Connect","Tools & Technologies"
6214,OpenLaszlo,"Other Skills"
3152,OpenMP,"Other Skills"
2064,Openshift,"Other Skills"
3791,OpenSSH,"Other Skills"
4855,OpenSSL,"Other Skills"
2127,OpenStack,"Other Skills"
1361,OpenVAS,"Other Skills"
2448,"OpenVMS (VMS)","Other Skills"
5868,OpenVPN,"Other Skills"
